Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
30,Female,Bachelors,Marketing/Social Media,5,85000,Canada,White
35,Male,PhD,Data Analyst/Scientist,10,130000,USA,White
27,Female,Bachelors,Software/Developer,3,70000,Canada,White
25,Male,Bachelors,Manager/Director/VP,1,60000,UK,Welsh
44,Female,PhD,Manager/Director/VP,13,135000,UK,Asian
43,Male,PhD,Data Analyst/Scientist,16,160000,Australia,White
26,Male,Bachelors,Product/Designer,2,55000,Canada,Asian
37,Male,Bachelors,Manager/Director/VP,10,113000,China,White
43,Male,PhD,Other,13,185000,Australia,Australian
34,Male,Masters,Other,12,160976,USA,African American
33,Female,Bachelors,Manager/Director/VP,6,75000,Canada,White
26,Male,Bachelors,Software/Developer,2,70000,Canada,White
46,Male,PhD,Data Analyst/Scientist,20,220000,Canada,Asian
54,Male,Masters,Software/Developer,32,195270,China,White
28,Female,Bachelors,Data Analyst/Scientist,3,65000,UK,Welsh
27,Female,Bachelors,Manager/Director/VP,3,55000,China,Chinese
44,Male,PhD,Data Analyst/Scientist,17,168000,USA,Asian
27,Male,Bachelors,Software/Developer,3,80000,Canada,White
35,Male,Bachelors,Software/Developer,10,128999,USA,Asian
27,Male,Bachelors,Software/Developer,3,80000,Canada,White
32,Male,High School,Sales,3,40000,UK,Mixed
32,Male,Bachelors,Software/Developer,6,110000,USA,Asian
35,Male,Bachelors,Software/Developer,10,128999,China,Korean
36,Male,Bachelors,Manager/Director/VP,6,75000,UK,Welsh
28,Male,High School,Software/Developer,2,43000,Australia,Asian
58,Male,Masters,Software/Developer,27,190004,USA,White
33,Female,Masters,Software/Developer,10,119419,China,Chinese
25,Female,High School,Sales,1,30000,Canada,White
29,Female,Bachelors,Marketing/Social Media,4,65000,Australia,White
27,Female,Bachelors,Software/Developer,4,140000,Australia,Asian
38,Male,Masters,Other,15,171652,UK,Welsh
28,Female,Bachelors,Data Analyst/Scientist,3,60000,Australia,White
34,Male,PhD,Manager/Director/VP,12,170000,Australia,White
45,Male,PhD,Manager/Director/VP,16,190000,UK,Mixed
30,Female,Bachelors,Marketing/Social Media,4,58000,USA,African American
37,Male,PhD,Manager/Director/VP,7,90000,UK,Mixed
26,Male,Bachelors,Data Analyst/Scientist,3,110000,UK,Mixed
43,Female,Masters,Software/Developer,19,152944,USA,African American
30,Female,Bachelors,Software/Developer,8,180000,USA,Hispanic
31,Male,Masters,Other,6,130000,China,Chinese
33,Female,Masters,Manager/Director/VP,9,130000,UK,Welsh
39,Female,Bachelors,Manager/Director/VP,16,200000,USA,White
32,Male,Masters,Manager/Director/VP,7,110000,Australia,Australian
44,Male,PhD,Data Analyst/Scientist,15,150000,USA,African American
44,Male,Masters,Other,11,170000,China,White
31,Male,Bachelors,Manager/Director/VP,6,75000,Canada,White
26,Male,Bachelors,Software/Developer,3,60000,Australia,Asian
35,Female,Bachelors,Manager/Director/VP,8,92000,Australia,White
49,Male,PhD,Software/Developer,15,185000,Canada,Asian
49,Female,PhD,Manager/Director/VP,20,200000,China,White
28,Male,Masters,Manager/Director/VP,3,130000,USA,Hispanic
28,Female,Masters,Data Analyst/Scientist,6,150000,USA,Asian
31,Male,Bachelors,Software/Developer,7,103282,USA,White
27,Male,Bachelors,Data Analyst/Scientist,2,50000,UK,Welsh
29,Female,Masters,Data Analyst/Scientist,6,180000,Canada,Black
27,Male,Bachelors,Software/Developer,2,70000,USA,African American
31,Female,Bachelors,Marketing/Social Media,4,65000,Australia,Australian
27,Female,Masters,Manager/Director/VP,4,80000,Australia,Asian
26,Female,Masters,Software/Developer,2,65840,UK,Asian
45,Male,PhD,Manager/Director/VP,14,140000,USA,White
39,Female,PhD,Data Analyst/Scientist,13,145000,China,White
32,Male,Bachelors,Software/Developer,8,190000,Canada,Black
34,Male,Masters,Software/Developer,6,125000,Canada,White
31,Male,Bachelors,HR/Human Resources,5,60000,Canada,Black
31,Female,Bachelors,Software/Developer,6,155000,China,Chinese
54,Male,PhD,Software/Developer,17,195000,Australia,White
42,Male,PhD,Software/Developer,14,170000,Australia,Australian
36,Female,Masters,Software/Developer,13,140010,USA,Asian
25,Male,Bachelors,Manager/Director/VP,1,55000,Canada,White
36,Male,PhD,Data Analyst/Scientist,12,170000,UK,White
44,Male,PhD,Data Analyst/Scientist,16,160000,Australia,White
23,Male,High School,Sales,1,26000,Canada,White
32,Female,Masters,Software/Developer,7,100000,Australia,Asian
25,Female,Masters,Software/Developer,2,60000,USA,White
29,Female,Masters,Data Analyst/Scientist,6,150000,Canada,Black
32,Female,Masters,Other,8,123781,USA,Hispanic
50,Male,PhD,Software/Developer,17,195000,China,Korean
43,Male,Masters,Other,17,155414,UK,White
32,Female,Bachelors,Manager/Director/VP,7,110000,Australia,Australian
42,Male,Bachelors,Software/Developer,16,137489,UK,Mixed
33,Male,Bachelors,Manager/Director/VP,7,85000,UK,Welsh
24,Female,High School,Customer Service/Receptionist,0,25000,Canada,White
36,Male,Bachelors,Sales,5,70000,UK,Welsh
26,Female,Bachelors,Software/Developer,1,45000,Australia,White
34,Male,PhD,Manager/Director/VP,11,160000,UK,Asian
26,Male,Bachelors,Software/Developer,2,65000,UK,Asian
42,Male,PhD,Software/Developer,14,190000,Australia,Australian
30,Male,Bachelors,Software/Developer,5,100000,USA,African American
30,Male,Bachelors,Software/Developer,4,65000,UK,Mixed
48,Male,PhD,Other,16,190000,Canada,White
27,Male,Bachelors,IT/Technical Support,2,45000,Australia,Asian
34,Male,Bachelors,Manager/Director/VP,9,185000,China,Chinese
41,Female,PhD,Data Analyst/Scientist,16,200000,China,Korean
26,Male,Bachelors,Software/Developer,3,60000,Australia,Asian
24,Female,Bachelors,Software/Developer,2,55000,UK,Mixed
44,Female,Masters,Other,12,170000,China,White
29,Male,Bachelors,Manager/Director/VP,6,95000,UK,Mixed
41,Male,PhD,Data Analyst/Scientist,15,157000,UK,Welsh
41,Male,Masters,HR/Human Resources,11,115000,China,Chinese
48,Male,PhD,Software/Developer,18,200000,UK,White
35,Female,Masters,Software/Developer,10,130355,Canada,Asian
44,Male,Bachelors,Manager/Director/VP,18,170000,USA,Hispanic
27,Male,PhD,Manager/Director/VP,4,55000,Canada,White
46,Male,PhD,Other,14,180000,Australia,Asian
39,Female,PhD,Data Analyst/Scientist,13,145000,Australia,White
26,Female,Masters,Software/Developer,1,55000,Australia,Australian
28,Female,Bachelors,Data Analyst/Scientist,3,65000,USA,Hispanic
32,Female,Masters,Manager/Director/VP,8,120000,USA,White
28,Male,Bachelors,Software/Developer,3,60000,China,Korean
44,Female,PhD,Data Analyst/Scientist,15,150000,UK,White
30,Male,Masters,Data Analyst/Scientist,6,100000,Australia,Asian
32,Male,Bachelors,Manager/Director/VP,7,90000,Canada,Black
28,Male,Bachelors,Data Analyst/Scientist,2,40000,USA,White
48,Male,PhD,Data Analyst/Scientist,22,219000,UK,Mixed
34,Male,PhD,Manager/Director/VP,12,170000,Australia,Australian
28,Female,Masters,Data Analyst/Scientist,4,80000,UK,Welsh
24,Male,Bachelors,Data Analyst/Scientist,1,90000,China,White
34,Male,Masters,Data Analyst/Scientist,9,140000,USA,Asian
39,Female,Bachelors,Manager/Director/VP,16,210000,Australia,Australian
35,Female,Masters,Manager/Director/VP,8,92000,China,Korean
38,Female,PhD,Data Analyst/Scientist,12,140000,China,Korean
34,Male,Bachelors,Manager/Director/VP,9,185000,Canada,White
34,Female,Masters,Data Analyst/Scientist,5,80000,China,Korean
33,Female,Masters,Manager/Director/VP,11,195000,China,Korean
23,Male,PhD,Software/Developer,1,119836,UK,Asian
43,Female,PhD,Software/Developer,19,155944,UK,White
26,Male,Bachelors,Software/Developer,3,75072,USA,Hispanic
29,Male,Bachelors,Data Analyst/Scientist,4,70000,UK,White
30,Male,Bachelors,Other,3,60000,China,Korean
38,Male,Bachelors,Software/Developer,12,132442,UK,Welsh
28,Male,Bachelors,Software/Developer,4,75000,China,Chinese
55,Female,PhD,Software/Developer,29,190543,USA,White
27,Female,Bachelors,Software/Developer,3,70000,Canada,White
27,Female,Bachelors,Software/Developer,3,61000,UK,Mixed
48,Female,Bachelors,Manager/Director/VP,18,140000,UK,Asian
29,Female,Bachelors,Data Analyst/Scientist,6,120000,UK,Asian
43,Female,PhD,Other,14,190000,China,Korean
29,Female,Masters,Other,4,104702,China,White
30,Female,Masters,Other,5,101733,USA,White
39,Female,Masters,Manager/Director/VP,11,120000,China,Korean
27,Male,Bachelors,Software/Developer,4,160000,China,Korean
46,Male,PhD,Data Analyst/Scientist,18,180000,UK,Asian
28,Female,Bachelors,Other,3,70397,China,Korean
27,Male,Bachelors,Software/Developer,4,160000,China,White
24,Male,Bachelors,Software/Developer,1,55935,USA,Asian
45,Male,Masters,Software/Developer,19,163780,China,Korean
41,Female,PhD,Data Analyst/Scientist,16,200000,China,Korean
35,Female,PhD,Data Analyst/Scientist,11,150000,UK,Welsh
30,Female,PhD,Data Analyst/Scientist,7,185000,Canada,Black
41,Male,PhD,Data Analyst/Scientist,15,157000,Canada,Asian
42,Male,PhD,Software/Developer,14,170000,USA,Asian
32,Male,Bachelors,Software/Developer,7,106218,Australia,Australian
39,Female,Masters,Manager/Director/VP,11,120000,China,White
32,Male,Bachelors,Software/Developer,8,190000,Australia,Australian
27,Male,Bachelors,Software/Developer,3,80000,China,Korean
29,Male,Bachelors,Software/Developer,5,80000,Australia,Australian
24,Female,High School,Customer Service/Receptionist,0,25000,Australia,Asian
30,Female,Bachelors,Manager/Director/VP,4,55000,China,Chinese
26,Male,Bachelors,Software/Developer,2,60000,Canada,Asian
43,Male,PhD,Other,13,185000,UK,Welsh
33,Male,Bachelors,Manager/Director/VP,8,120000,Canada,White
27,Female,Bachelors,Manager/Director/VP,4,150000,Canada,Black
54,Male,PhD,Software/Developer,16,190000,USA,Hispanic
29,Female,High School,Sales,1,30000,Australia,Australian
30,Female,Bachelors,Manager/Director/VP,5,85000,USA,White
25,Female,Bachelors,Data Analyst/Scientist,2,110000,USA,Asian
28,Female,Bachelors,Software/Developer,5,150000,Canada,White
33,Male,PhD,Manager/Director/VP,10,155000,Canada,Black
26,Female,Bachelors,Software/Developer,2,35000,Australia,Australian
37,Male,Masters,Software/Developer,9,150000,UK,Asian
40,Female,PhD,Software/Developer,12,160000,USA,White
29,Female,Masters,Software/Developer,4,65000,China,Chinese
32,Male,Masters,Manager/Director/VP,7,110000,Australia,White
48,Male,Masters,Manager/Director/VP,18,180000,China,Korean
44,Female,Masters,Other,12,170000,Australia,Asian
34,Female,PhD,Manager/Director/VP,10,150000,UK,Mixed
24,Female,Bachelors,Software/Developer,2,55000,Canada,Asian
34,Male,PhD,Manager/Director/VP,11,160000,Canada,White
27,Male,Bachelors,Product/Designer,3,60000,USA,African American
30,Female,Bachelors,Software/Developer,5,90000,Australia,White
27,Male,Bachelors,Software/Developer,1,55000,USA,African American
28,Female,Bachelors,Software/Developer,5,160000,Australia,White
33,Male,Bachelors,Manager/Director/VP,8,120000,USA,White
30,Female,Bachelors,Software/Developer,5,90000,USA,White
42,Male,PhD,Data Analyst/Scientist,13,140000,China,White
24,Female,High School,Other,1,52731,Canada,Black
43,Male,PhD,Software/Developer,13,180000,USA,African American
27,Male,Bachelors,Software/Developer,3,80000,Australia,Asian
25,Male,Bachelors,Manager/Director/VP,1,60000,Australia,Asian
44,Female,PhD,Data Analyst/Scientist,18,183000,China,Chinese
24,Female,High School,Customer Service/Receptionist,0,25000,UK,Welsh
30,Female,PhD,Data Analyst/Scientist,7,170000,UK,Asian
28,Female,Bachelors,Data Analyst/Scientist,3,65000,UK,Welsh
33,Male,Masters,Software/Developer,9,120000,UK,Mixed
29,Male,Masters,Data Analyst/Scientist,5,95000,USA,African American
33,Female,Bachelors,Manager/Director/VP,8,95000,Canada,Asian
26,Female,Bachelors,Software/Developer,2,45000,China,Korean
50,Male,Bachelors,Software/Developer,23,175966,Australia,Asian
41,Male,PhD,Data Analyst/Scientist,13,140000,Canada,Black
30,Male,Bachelors,Manager/Director/VP,8,185000,Canada,Black
37,Male,Bachelors,Manager/Director/VP,10,113000,USA,White
43,Male,PhD,Other,13,185000,Canada,Black
37,Male,Masters,Manager/Director/VP,14,180000,UK,White
46,Male,PhD,Other,15,180000,USA,Hispanic
33,Female,Masters,Manager/Director/VP,11,195000,China,White
32,Female,Bachelors,Marketing/Social Media,4,50000,USA,White
28,Female,Masters,Other,4,110000,Australia,White
29,Female,Bachelors,Marketing/Social Media,4,65000,China,Chinese
44,Female,PhD,Data Analyst/Scientist,18,183000,Australia,Asian
30,Female,PhD,Data Analyst/Scientist,7,185000,UK,Mixed
23,Female,Bachelors,Other,0,52831,Canada,White
24,Female,High School,Customer Service/Receptionist,0,25000,Canada,White
30,Female,Bachelors,Marketing/Social Media,4,58000,USA,African American
35,Female,PhD,Manager/Director/VP,9,95000,China,Korean
28,Female,Bachelors,Data Analyst/Scientist,3,60000,USA,White
30,Female,Bachelors,Software/Developer,5,90000,USA,White
32,Male,Bachelors,Software/Developer,4,95000,UK,White
43,Male,PhD,Data Analyst/Scientist,16,160000,Canada,Asian
28,Female,Bachelors,Manager/Director/VP,3,70000,Canada,Asian
24,Male,High School,Sales,1,25000,Canada,Asian
28,Female,Bachelors,Data Analyst/Scientist,3,60000,UK,White
26,Female,Masters,Software/Developer,3,90000,China,Korean
37,Male,Bachelors,Data Analyst/Scientist,11,160000,China,Korean
27,Female,Bachelors,Software/Developer,3,70000,China,Korean
34,Female,Bachelors,Data Analyst/Scientist,5,70000,UK,Mixed
25,Female,High School,HR/Human Resources,1,32000,Australia,Asian
24,Male,Bachelors,Data Analyst/Scientist,2,95000,Canada,Asian
49,Male,PhD,Other,15,185000,Australia,Australian
30,Female,PhD,Data Analyst/Scientist,7,170000,UK,White
41,Male,PhD,Data Analyst/Scientist,13,140000,UK,Welsh
36,Male,Bachelors,Software/Developer,14,139095,UK,Asian
31,Male,Bachelors,Software/Developer,6,85000,UK,White
30,Female,PhD,Data Analyst/Scientist,7,170000,Australia,Asian
28,Female,PhD,Manager/Director/VP,6,105000,UK,Mixed
29,Female,Bachelors,Other,1,35000,Australia,White
32,Male,Bachelors,Software/Developer,8,180000,Australia,Asian
28,Male,Bachelors,Software/Developer,2,70000,Australia,White
27,Female,Bachelors,Manager/Director/VP,4,130000,China,Korean
49,Female,Bachelors,Software/Developer,19,120177,UK,Mixed
31,Male,Masters,Data Analyst/Scientist,6,100000,Australia,Australian
45,Male,PhD,Other,16,185000,UK,Mixed
27,Female,Bachelors,Software/Developer,2,48000,China,White
32,Male,Bachelors,Other,5,120000,Australia,Australian
29,Female,Masters,Data Analyst/Scientist,6,180000,Canada,Asian
37,Male,Masters,Manager/Director/VP,14,190000,China,White
29,Female,Masters,Software/Developer,3,90000,Australia,Asian
27,Female,Masters,Software/Developer,2,70000,China,Korean
31,Female,Bachelors,Marketing/Social Media,4,65000,UK,Asian
54,Male,PhD,Software/Developer,17,195000,UK,Asian
47,Male,PhD,Other,16,190000,UK,Welsh
27,Female,High School,HR/Human Resources,1,32000,UK,Mixed
48,Male,PhD,Data Analyst/Scientist,18,210000,Canada,Black
43,Female,PhD,Other,14,190000,China,Korean
36,Female,PhD,Manager/Director/VP,9,95000,USA,White
34,Male,Masters,Data Analyst/Scientist,8,100000,UK,Mixed
37,Male,Bachelors,Data Analyst/Scientist,11,160000,Canada,White
56,Male,PhD,Software/Developer,17,195000,UK,White
30,Female,PhD,Data Analyst/Scientist,7,185000,Australia,Asian
34,Male,Masters,Data Analyst/Scientist,8,100000,UK,Asian
23,Male,Bachelors,Software/Developer,1,55000,Australia,White
43,Female,Bachelors,Manager/Director/VP,12,120000,Australia,White
29,Male,Bachelors,Data Analyst/Scientist,4,70000,UK,White
27,Male,Bachelors,Software/Developer,3,80000,China,Chinese
33,Male,Masters,Other,10,117314,UK,Mixed
32,Female,Bachelors,Manager/Director/VP,4,60000,UK,Welsh
25,Female,Bachelors,Data Analyst/Scientist,2,110000,Australia,Asian
24,Female,High School,Sales,1,30000,Canada,Asian
54,Female,PhD,Software/Developer,32,191510,China,Chinese
26,Female,Bachelors,Software/Developer,2,45000,China,Korean
25,Male,Bachelors,Manager/Director/VP,1,60000,USA,African American
38,Male,Bachelors,Manager/Director/VP,11,119000,Canada,Black
49,Male,PhD,Data Analyst/Scientist,22,220000,UK,White
43,Male,Masters,Manager/Director/VP,16,160000,Australia,Asian
49,Male,PhD,Other,17,195000,Canada,Black
30,Female,Masters,HR/Human Resources,3,49000,USA,Hispanic
31,Male,Masters,Data Analyst/Scientist,6,100000,China,Chinese
27,Male,Bachelors,Software/Developer,3,80000,Australia,White
24,Male,Bachelors,Software/Developer,1,40000,Australia,Asian
42,Male,Masters,Software/Developer,13,170000,USA,White
47,Male,PhD,Data Analyst/Scientist,19,190000,Australia,Australian
32,Female,PhD,Data Analyst/Scientist,9,145000,UK,White
29,Male,Bachelors,Software/Developer,4,80000,China,Chinese
33,Female,Bachelors,Manager/Director/VP,6,75000,Australia,Australian
34,Male,Masters,Software/Developer,8,105000,Canada,White
33,Male,PhD,Manager/Director/VP,10,155000,USA,Asian
29,Female,Bachelors,Manager/Director/VP,4,55000,Canada,Black
24,Female,High School,HR/Human Resources,1,32000,Canada,White
40,Female,Masters,Manager/Director/VP,14,130000,USA,African American
32,Male,Bachelors,Manager/Director/VP,7,120000,Australia,Australian
35,Female,Masters,Manager/Director/VP,8,92000,USA,White
27,Female,Masters,Software/Developer,2,70000,China,Korean
42,Male,Masters,Manager/Director/VP,14,180000,Australia,Australian
29,Female,Bachelors,Manager/Director/VP,3,55000,Canada,Black
42,Female,Masters,Other,14,163978,Canada,Black
40,Female,Masters,Manager/Director/VP,12,130000,China,White
37,Male,Bachelors,Data Analyst/Scientist,11,160000,China,White
28,Female,Bachelors,Software/Developer,3,125000,Canada,Black
29,Male,Bachelors,Manager/Director/VP,6,95000,UK,Asian
27,Male,Bachelors,Manager/Director/VP,2,65000,USA,African American
27,Male,Bachelors,Software/Developer,4,140000,USA,Hispanic
36,Male,Bachelors,Manager/Director/VP,6,75000,USA,White
26,Female,Bachelors,HR/Human Resources,2,42000,USA,African American
27,Male,Bachelors,Software/Developer,3,80000,Australia,Asian
36,Female,Masters,Software/Developer,7,85000,Australia,Asian
40,Female,Bachelors,Manager/Director/VP,16,215000,Australia,Australian
41,Male,Bachelors,Manager/Director/VP,12,120000,China,Korean
26,Female,Bachelors,Software/Developer,2,45000,UK,Welsh
29,Female,Masters,Data Analyst/Scientist,6,180000,USA,White
26,Male,Bachelors,Software/Developer,3,60000,USA,African American
29,Female,Bachelors,Marketing/Social Media,3,55000,USA,African American
41,Male,PhD,Software/Developer,12,175000,USA,Hispanic
30,Female,Masters,HR/Human Resources,3,49000,UK,Asian
28,Female,Masters,Other,4,110000,China,White
28,Male,Bachelors,Software/Developer,3,60000,China,Korean
36,Female,Bachelors,Manager/Director/VP,7,91000,USA,White
